,permco,permno1,permno2,permno3,fyear,Target_CUSIP,Target_Name,Acquiror_Name,Status,Acquiror_Primary_Ticker_Symbol,Target_Primary_Ticker_Symbol,Acquiror_Ticker_Symbol,Target_Ticker_Symbol,Acquiror__CUSIP,sdc_Deal_Number,year_acq_ann,month_acq_ann,yearmonth_acq_ann,yearmonth_acq_ann_complete,acq_complete,year_acq_ann_complete,month_acq_ann_complete,price_per_share,Target_Share_Price_4_Weeks_Prior,Target_Share_Price_1_Week_Prior,Target_Share_Price_1_Day_Prior,percentage_Shares_acq,perc_owned_after_transaction,percentage_shares_sought,Date_Announced,Date_Effective,Date_Withdrawn,const,creturn,param1,tvalue1,tvalue2
170,11035,76739,,,1991,537528,Little Switzerland Inc,NXP Corp,Completed,,,,,62789N,1895280020,2007,8,24092,24092,1,2007,8,,,,,100.0,100.0,100.0,8/2/2007,9/18/2007,,,,,,
171,11058,76799,,,1991,629407,NTL Inc,Bondholders,Completed,,NLI,,NLI~NTLI,09788F,1289100020,2002,4,24028,24028,1,2002,4,,0.0,0.0,0.0,86.5,86.5,86.5,4/16/2002,1/10/2003,,,,,,
172,11118,76844,,,1991,436451,HoloPak Technologies Inc,Foilmark Inc,Completed,FLMK,HOLO,FLMK,HOLO,344185,812058020,1998,11,23987,23987,1,1998,11,3.64,1.781,2.188,2.625,100.0,100.0,100.0,11/18/1998,4/23/1999,,0.0005193282801087409,0.4349485172269254,0.02580888012393206,0.5827130785070774,1.5592670964009436
173,11126,76852,,,1991,607419,Mobley Environmental Services,American Ecology Corp,Completed,ECOL,MBLYA,ECOL,MBLYA,025533,404330020,1994,5,23933,23933,1,1994,5,,2.375,2.438,2.375,100.0,100.0,100.0,5/11/1994,12/31/1994,,5.3546987349161216e-05,0.09929440821415915,0.005850763257800462,0.14338926159101623,0.9650532539951318
174,11132,77038,,,1991,695542,PageNet,Arch Communications Group Inc,Completed,APGR,PAGE,APGR,PAGE,039381,940238020,1999,11,23999,23999,1,1999,11,0.85,0.75,1.094,0.9690000000000001,100.0,100.0,100.0,11/8/1999,11/10/2000,,0.00026029726107494773,-0.1807617116402647,0.013109287662726381,0.3316331969674438,1.377763217814524
175,11140,77028,,,1992,385269,Grand Casinos Inc,Hilton Hotels Corp,Completed,HLT,GRND,HLT,GRND,432848,770372020,1998,6,23982,23982,1,1998,6,18.82,17.18,17.5,18.56,100.0,100.0,100.0,6/29/1998,12/31/1998,,0.0006839178277600782,-0.07102542708569068,0.18715409274576333,1.0813641280495585,7.339029428226113
176,11142,77045,,,1991,860370,Stewart Enterprises Inc,Service Corp International,Completed,SCI,STEI,SCI,STEI,817565,2525556020,2013,5,24161,24161,1,2013,5,13.25,8.54,9.01,9.74,100.0,100.0,100.0,5/29/2013,12/23/2013,,0.000587023814003887,0.2657082882508671,0.2704401152301116,1.4862623604651193,11.78465306944802
177,11177,77108,,,1991,571490,Marquette Medical Systems Inc,GE Medical Systems,Completed,,MARQA,,MARQA,36963Y,794344020,1998,9,23985,23985,1,1998,9,47.02,25.62,23.12,24.0,100.0,100.0,100.0,9/18/1998,11/20/1998,,0.00016097057755642312,0.5376240431359744,0.09398723934006416,0.2147974433624466,2.5374881015975124
178,11198,77207,,,1991,104576,Bradley Pharmaceuticals Inc,Nycomed US Inc,Completed,,BDY,,BDY,67224Z,1919616020,2007,10,24094,24094,1,2007,10,20.0,18.36,16.47,16.0,100.0,100.0,100.0,10/30/2007,2/21/2008,,0.0006550992936593771,0.19109840543593556,0.08673183095153131,1.0885507023948635,4.650859243233967
179,11247,77173,,,1992,928497,Vitesse Semiconductor Corp,Microsemi Corp,Completed,MSCC,VTSS,MSCC,VTSS~VTSS,595137,2734436020,2015,3,24183,24183,1,2015,3,,4.2,3.71,3.89,100.0,100.0,100.0,3/18/2015,4/28/2015,,0.000388559956195769,0.2927309266391716,0.08102486514335011,0.8020470158226931,5.164302884550958
180,11313,77284,,,1991,65332V,Nextel Communications Inc,Sprint Nextel Corp,Completed,FON,NXTL,FON,NXTL,852061,1623687020,2004,12,24060,24060,1,2004,12,32.63,27.43,29.65,27.97,100.0,100.0,100.0,12/15/2004,8/12/2005,,9.14787453700487e-05,0.0008685908378756541,0.2442332320693193,0.23126241908829728,11.887729463175752
181,11333,77328,,,1992,320226,First Finl Corp of Wstn MD,"Keystone Finl,Harrisburg,PA",Completed,KSTN,FFWN,KSTN,FFWN,493482,578810020,1996,11,23963,23963,1,1996,11,34.35,21.5,22.875,24.5,100.0,100.0,100.0,11/26/1996,5/30/1997,,0.0006990455960051737,0.11986382565495772,0.028507389252832374,1.4406605581837213,1.2769177496319168
182,11353,77347,85450.0,,1992,45670G,infoGroup Inc,CCMP Capital Advisors LLC,Completed,,IUSA,,IUSA,12980J,2162144020,2010,3,24123,24123,1,2010,3,8.0,7.48,8.32,8.16,100.0,100.0,100.0,3/8/2010,7/1/2010,,0.00041915013643319674,-0.04085650753262346,0.214596532465423,0.5422560200345703,7.591323980388975
183,11366,77361,,,1992,15116N,Cellular Commun of Puerto Rico,Cingular Wireless LLC,Completed,,,,,17248R,1268416020,2002,2,24026,24026,1,2002,2,,,,,50.0,50.0,50.0,2/1/2002,2/1/2002,,,,,,
184,11366,77361,,,1992,15116N,Cellular Commun of Puerto Rico,Investor Group,Completed,,CLRP,,CLRP,46145M,877678020,1999,5,23993,23993,1,1999,5,29.5,27.5,26.125,23.75,100.0,100.0,100.0,5/3/1999,8/24/1999,,0.00023731556188440038,0.17622864181859674,0.09131772873235405,0.25321690375797873,5.2611661487591075
185,11392,77398,,,1992,00753B,Advanced Machine Vision Corp,Key Technology Inc,Completed,KTEC,AMVC,KTEC,AMVC,493143,977456020,2000,2,24002,24002,1,2000,2,1.64,1.344,1.625,1.6880000000000002,100.0,100.0,100.0,2/15/2000,7/12/2000,,0.0006002746844096618,0.01610510963678778,0.008774404747997715,0.7543373138640959,0.6165875029290377
186,11397,77405,,,1992,542307,"Lone Star Steakhouse,Saloon",Lone Star Funds,Completed,,STAR,,STAR,54226Y,1785907020,2006,8,24080,24080,1,2006,8,27.35,23.07,23.33,23.55,100.0,100.0,100.0,8/18/2006,12/13/2006,,0.0003773653389694405,0.10963300455420723,0.2538773653454964,0.8499554704197148,9.018034374887794
187,11400,77409,,,1992,05635V,Back Bay Restaurants Group Inc,SRC Holdings,Completed,,PAPA,,PAPA,78533Y,816220020,1998,12,23988,23988,1,1998,12,10.25,8.0,9.0,9.125,100.0,100.0,100.0,12/3/1998,4/5/1999,,0.00041161543086287386,0.07247993551407766,0.015290128136275002,0.46074411632745577,0.7960051348902702
188,11471,77555,77554.0,,1992,759594,Remington Oil & Gas Corp,Cal Dive International Inc,Completed,CDIS,REM,CDIS,ROIL~REM,127914,1729606020,2006,1,24073,24073,1,2006,1,,37.78,37.22,37.96,100.0,100.0,100.0,1/22/2006,7/3/2006,,0.00038724741297269636,0.15758826146318092,0.12383694264068242,0.935024793763663,7.344405346190427
189,11475,77523,,,1992,981809,Worthington Foods Inc,Kellogg Co,Completed,K,WFDS,K,WFDS,487836,929032020,1999,10,23998,23998,1,1999,10,24.0,12.75,11.937999999999999,14.375,100.0,100.0,100.0,10/1/1999,11/29/1999,,0.0007489106692276249,0.5988004733515334,0.04318081401350929,0.9739847888880698,2.0340059934704207
190,11483,77532,,,1992,987767,Younkers Inc,Proffitt's Inc,Completed,PRFT,YONK,PRFT,YONK,742925,503604020,1995,10,23950,23950,1,1995,10,28.18,19.0,15.0,15.75,100.0,100.0,100.0,10/23/1995,2/5/1996,,0.001193872694588446,0.12649713996685127,-0.003325265401138571,3.879675543595399,-0.16690182676403878
191,11483,77532,,,1992,987767,Younkers Inc,Investors,Completed,,YONK,,YONK,46145Z,119865020,1992,4,23908,23908,1,1992,4,12.5,0.0,0.0,0.0,100.0,100.0,100.0,4/22/1992,4/22/1992,,,,,,
192,11489,77539,82838.0,,1992,740906,Premiere Radio Networks Inc,Jacor Communications Inc,Completed,JCOR,,JCOR,,469858,655150020,1997,4,23968,23968,1,1997,4,18.78,15.75,15.75,16.0,100.0,100.0,100.0,4/8/1997,6/12/1997,,0.0005032014831244996,0.033866998211274195,0.029998831321561656,1.0429458430000247,2.200122377054604
193,11514,77596,,,1992,070107,Basin Exploration Inc,Stone Energy Corp,Completed,SGY,BSNX,SGY,BSNX,861642,1060677020,2000,10,24010,24010,1,2000,10,21.52,20.75,19.75,19.563,100.0,100.0,100.0,10/30/2000,2/1/2001,,-0.000302738130315161,0.06327832252086919,0.0451723079395312,-0.2881598184348454,1.8774293744753312
194,11643,77850,,,1992,740329,Precision Systems Inc,Anshutz Digital Media Inc,Completed,,PSYS,,PSYS,03638X,855940020,1999,2,23990,23990,1,1999,2,1.0,2.625,2.375,2.063,100.0,100.0,100.0,2/17/1999,7/9/1999,,0.000370785262243993,-1.0312341394634255,0.03339357761612633,0.39635188811277405,3.176339982846491
195,11643,77850,,,1992,740329,Precision Systems Inc,Shareholders,Completed,,,,,81949M,241436020,1990,6,23886,23886,1,1990,6,,,,,100.0,100.0,100.0,6/29/1990,8/3/1992,,,,,,
196,11669,77851,,,1993,45812K,Integrated Process Equipment,Broad Inc,Completed,BRO,IPEC,BRO,IPEC,111230,124551020,1989,11,23879,23879,1,1989,11,,0.0,0.0,0.0,100.0,100.0,100.0,11/2/1989,1/18/1990,,,,,,
197,11669,77851,,,1993,45812K,Integrated Process Equipment,SpeedFam International Inc,Completed,SFAM,IPEC,SFAM,IPEC,847706,812517020,1998,11,23987,23987,1,1998,11,10.56,8.875,10.625,10.875,100.0,100.0,100.0,11/20/1998,4/6/1999,,0.0008893827587263798,0.05021447157024118,0.11112635569002265,1.095529364798414,6.6593747476879726
198,11734,77978,80950.0,,1992,848922,Sportmart Inc,Gart Sports Co,Completed,GRTS,SPMT,GRTS,SPMT,366630,699678020,1997,9,23973,23973,1,1997,9,2.31,2.5,2.938,3.469,100.0,100.0,100.0,9/29/1997,1/9/1998,,0.0010573702328762935,-0.2297873557110267,-0.003920874579453372,1.7908500785388204,-0.4222095613662937
199,11748,77987,,,1992,449854,IQ Software Corp,Information Advantage Software,Completed,IACO,IQSW,IACO,IQSW,45669P,770895020,1998,6,23982,23982,1,1998,6,,11.0,10.875,11.75,100.0,100.0,100.0,6/29/1998,9/24/1998,,0.000827453601271518,0.05364254556827673,0.0585625495455482,1.2172710144091188,4.447581222667264
200,11757,78001,,,1992,488360,KEMET Corp,K Financing LLC,Completed,,KEME,,KEME,48710C,2071813020,2009,5,24113,24113,1,2009,5,0.5,0.37,0.84,0.69,49.96,50.0,50.0,5/5/2009,6/30/2009,,-0.0003111491583265096,-0.22597182616726447,0.15312420794134768,-0.17923654731131375,7.4747638023934195
201,11811,78082,90909.0,,1992,849163,Sport Chalet Inc,Vestis Retail Group LLC,Completed,,SPCH,,SPCH,1C5487,2651932020,2014,6,24174,24174,1,2014,6,1.2,1.02,1.025,0.98,100.0,100.0,100.0,6/30/2014,8/18/2014,,0.000831037560487488,0.1464295676536989,0.01050055116751309,1.7680430594286565,1.000691347539316
202,11836,78180,,,1992,59501B,Micro Warehouse Inc,Investor Group,Completed,,MWHS,,MWHS,46145M,954787020,1999,12,24000,24000,1,1999,12,19.0,12.875,12.562999999999999,15.25,100.0,100.0,100.0,12/21/1999,2/3/2000,,0.0009059397112606462,0.18776233389992314,0.062369121313653346,1.2403477856400198,3.672803146152146
203,11860,78139,,,1992,205638,Compuware Corp,Thoma Bravo LLC,Completed,,CPWR,,CPWR,88774R,2501560020,2014,9,24177,24177,1,2014,9,10.75,10.76,11.74,11.63,100.0,100.0,100.0,9/2/2014,12/15/2014,,0.0006791808352157146,0.08529808753757573,0.3554091711588425,1.7877481814362521,9.55055228331759
204,11911,78838,,,1993,71940Q,Physicians Health Services Inc,Foundation Health Systems Inc,Completed,FHS,PHSV,FHS,PHSV,350404,662010020,1997,5,23969,23969,1,1997,5,28.25,18.625,22.25,22.875,100.0,100.0,100.0,5/6/1997,1/5/1998,,0.0005190148326107176,0.17670030452970326,0.02659574651872359,1.0039946096648058,2.161173658265768
205,11979,78920,,,1993,938864,Washington Homes Inc,Hovnanian Enterprises Inc,Completed,HOVNU,WHI,HOVNU~HOVNU,WHI,442487,1041237020,2000,8,24008,24008,1,2000,8,10.08,6.5,7.25,7.125,100.0,100.0,100.0,8/28/2000,1/24/2001,,0.0007861570378768892,0.26196871068857497,0.06597138797333635,0.7642452978134775,1.578105290698306
206,12042,78956,,,1993,114537,Brookstone Inc,OSIM Brookstone Holdings LP,Completed,,BKST,,BKST,66959E,1657998020,2005,4,24064,24064,1,2005,4,20.0,14.21,16.42,15.6,100.0,100.0,100.0,4/15/2005,10/4/2005,,0.00034626358267735583,0.18807452773131528,0.06813165689719936,0.8021648379863806,4.692839400790379
207,12073,79074,,,1993,05544W,BHC Financial Inc,Fiserv Inc,Completed,FISV,BHCF,FISV,BHCF,337738,646685020,1997,3,23967,23967,1,1997,3,33.5,18.375,20.938000000000002,20.0,100.0,100.0,100.0,3/3/1997,5/30/1997,,0.000731409607938881,0.42275559908372234,0.06402608162876282,1.5530627458982107,3.1751779651747123
208,12125,79163,,,1993,001693,AMFM Inc,Clear Channel Commun Inc,Completed,CCU,AFM,CCU,AFM,184502,929277020,1999,10,23998,23998,1,1999,10,75.55,49.5,53.688,63.875,100.0,100.0,100.0,10/4/1999,8/30/2000,,0.00037942804385531544,0.1515709235989148,0.1219752393351908,0.5200844370024252,5.3343503840714535
209,12145,79179,81628.0,,1993,55272T,MFS Communications Co Inc,WorldCom Inc,Completed,WCOM,MFST,WCOM,MFST,98155K,578956020,1996,8,23960,23960,1,1996,8,55.39,29.625,34.625,34.875,100.0,100.0,100.0,8/26/1996,12/31/1996,,0.00035405404228607977,0.11962522007748125,0.10623292718495564,0.7565004925951784,5.942853212258464
210,12145,79179,81628.0,,1993,55272T,MFS Commun(Peter Kiewit Sons),Shareholders,Completed,,MFST,,MFST,81949M,489990020,1995,3,23943,23943,1,1995,3,43.35,33.5,34.25,35.625,70.69,70.7,70.7,3/31/1995,10/2/1995,,0.0002765960796239401,-0.01451235212416525,0.07144729377489041,0.8477234037511726,6.5586539958886325
211,12173,79292,,,1993,666903,Northstar Health Services Inc,Benchmark Medical Inc,Completed,,NSTR,,NSTR,08164P,989588020,2000,3,24003,24003,1,2000,3,,11.125,11.25,11.25,100.0,100.0,100.0,3/15/2000,9/22/2000,,,,,,
212,12182,79301,,,1993,029362,American Safety Razor Co,Energizer Holdings Inc,Completed,ENR,,ENR,,29266R,2213549020,2010,10,24130,24130,1,2010,10,,,,,100.0,100.0,100.0,10/8/2010,11/23/2010,,,,,,
213,12182,79301,,,1993,029362,American Safety Razor Co,Lion Capital LLP,Completed,,,,,42908A,1772247020,2006,6,24078,24078,1,2006,6,,,,,,,100.0,6/27/2006,7/31/2006,,,,,,
214,12182,79301,,,1993,029362,American Safety Razor Co,JW Childs Equity Partners LP,Completed,,RAZR,,RAZR,46640K,852387020,1999,2,23990,23990,1,1999,2,14.2,12.0,11.0,10.625,100.0,100.0,100.0,2/9/1999,7/1/1999,,0.0006410383254722501,-0.024253188412210393,0.11482026874344849,0.7022627080898197,4.2502273202171725
215,12182,79301,,,1993,029362,American Safety Razor Co,ASR Acquisition Corp,Completed,,,,,00206G,120042020,1989,4,23872,23872,1,1989,4,,,,,100.0,100.0,100.0,4/28/1989,4/28/1989,,,,,,
216,12211,79305,,,1993,761648,Rexall Sundown Inc,NBTY Inc,Completed,NTY,,NTY,,628782,1343694020,2003,6,24042,24042,1,2003,6,,,,,100.0,100.0,100.0,6/10/2003,7/25/2003,,,,,,
217,12211,79305,,,1993,761648,Rexall Sundown Inc,Koninklijke Numico NV,Completed,NUM,RXSD,NUM,RXSD,67117T,1001974020,2000,5,24005,24005,1,2000,5,24.0,15.937999999999999,17.063,19.25,100.0,100.0,100.0,5/1/2000,7/10/2000,,0.0002495221748162079,0.3220095238092323,0.07738888636154881,0.2933502715202897,3.270874350790617
218,12224,79296,,,1993,724514,Pittencrieff Communications,Nextel Communications Inc,Completed,NXTL,PITC,NXTL,PITC,65332V,590648020,1996,10,23962,23962,1,1996,10,5.65,4.375,5.0,5.25,100.0,100.0,100.0,10/3/1996,11/12/1997,,0.0004211264934130966,-0.08146205999157072,0.06371434447648881,0.9199751666869562,6.9208018676081124
219,12227,79310,,,1993,803436,Saratoga Beverage Group Inc,Investor Group,Completed,,,,,46145M,1259211020,2002,1,24025,24025,1,2002,1,,,,,100.0,100.0,100.0,1/3/2002,1/3/2002,,,,,,
220,12227,79310,,,1993,803436,Saratoga Beverage Group Inc,North Castle Partners LLC,Completed,,TOGA,,TOGA,65835Q,959210020,2000,1,24001,24001,1,2000,1,6.0,3.4375,4.84375,4.8125,100.0,100.0,100.0,1/6/2000,6/21/2000,,0.0007966185044152906,0.12016707632358842,0.009194410442937864,1.059066284888841,0.49911846760031886
221,12263,79409,,,1993,710847,People's Choice TV Corp,Sprint Nextel Corp,Completed,FON,PCTV,FON,PCTV,852061,870850020,1999,4,23992,23992,1,1999,4,10.0,0.0,0.0,0.0,87.01,100.0,87.0,4/12/1999,9/28/1999,,,,,,
222,12268,79374,,,1993,151016,Celestial Seasonings Inc,Hain Food Group Inc,Completed,HAIN,CTEA,HAIN,CTEA,405219,983003020,2000,3,24003,24003,1,2000,3,40.95,25.125,26.0,35.5,100.0,100.0,100.0,3/6/2000,5/31/2000,,0.0005851077871640534,0.15867025077523744,0.01944876664473023,0.7451207931008567,0.8727093973288169
223,12268,79374,,,1993,151016,Celestial Seasonings(Kraft),Celestial Tea Corp,Completed,,,,,15104C,104782020,1988,9,23865,23865,1,1988,9,,,,,100.0,100.0,100.0,9/12/1988,11/2/1988,,,,,,
224,12297,79428,,,1993,913247,UnitedGlobalCom Inc,Liberty Media Corp,Completed,LMC.A,UCOMA,LMG.B~LMC.A~LMC.B,UCOMA,530718,1159412020,2001,2,24014,24014,1,2001,2,,40.25,44.375,43.563,76.0,86.5,76.0,2/23/2001,1/30/2002,,0.0001121887044641727,0.1735615522733222,0.10772293580550567,0.1244372559291936,7.9590564397539465
225,12299,79422,,,1993,854727,Stant Corp(Bessemer Capital Pa,Tomkins PLC,Completed,TOMK,STNT,TOMK~TKS,STNT,890030,655530020,1997,4,23968,23968,1,1997,4,21.5,14.375,14.5,16.625,100.0,100.0,100.0,4/9/1997,5/13/1997,,0.0005905027886732998,0.29831620471786474,-0.00046459698344412763,1.2076487285918218,-0.03415801815564096
226,12299,79422,,,1993,854727,Stant Inc(Emery Air Freight),SI Acquisition Inc,Completed,,,,,78424W,24294020,1987,10,23854,23854,1,1987,10,,,,,100.0,100.0,100.0,10/16/1987,11/16/1987,,,,,,
227,12299,79422,,,1993,854727,Stant Corp,HIG Capital LLC,Completed,,,,,40436F,1988723020,2008,6,24102,24102,1,2008,6,,,,,100.0,100.0,100.0,6/18/2008,6/19/2008,,,,,,
228,12300,79415,,,1993,625432,Multi-Market Radio Inc,SFX Broadcasting Inc,Completed,SFXBA,RDIOA,SFXBA,RDIOA,784174,548555020,1996,4,23956,23956,1,1996,4,12.5,10.5,9.625,11.25,100.0,100.0,100.0,4/15/1996,11/22/1996,,0.0009324341959512448,-0.027237549792168178,0.037219508038459234,2.287723961352413,2.7359941341197738
229,12312,79408,,,1993,682107,Omni Insurance Group Inc,Independent Ins Invest Inc,Completed,,,,,45480N,1777771020,2006,7,24079,24079,1,2006,7,,,,,100.0,100.0,100.0,7/19/2006,12/1/2006,,,,,,
230,12312,79408,,,1993,682107,Omni Insurance Group Inc,The Hartford Fin Svcs Group,Completed,HIG,OMGR,HIG,OMGR,416515,703632020,1997,10,23974,23974,1,1997,10,31.75,13.75,18.063,17.75,100.0,100.0,100.0,10/16/1997,2/12/1998,,0.0012610816947630447,0.5185172353136138,0.04174047387526146,2.1475558842137503,2.0010732537865414
231,12315,79375,,,1993,232556,Cygne Designs Inc,Cygne Acquisition Corp,Completed,,,,,23255Z,365355020,1988,3,23859,23859,1,1988,3,,,,,100.0,100.0,100.0,3/18/1988,3/18/1988,,,,,,
232,12351,79494,,,1993,391153,Great Pines Water Company Inc,Suntory Water Group Inc,Completed,,GPWC,,GPWC,86787K,887118020,1999,4,23992,23992,1,1999,4,5.87,5.313,4.875,6.063,100.0,100.0,100.0,4/1/1999,6/7/1999,,,,,,
233,12353,79488,,,1993,269288,EZ Communications Inc,American Radio Systems Corp,Completed,AMRD,EZCIA,AMRD,EZCIA,029161,571774020,1996,8,23960,23960,1,1996,8,47.3,25.0,30.25,32.5,100.0,100.0,100.0,8/5/1996,4/7/1997,,0.00039171370631615104,0.24110250127829858,0.03403558938060321,0.8114134505048649,2.0185567972488627
234,12354,79533,,,1993,949470,WellCare Management Group Inc,WellCare Acquisition Co,Completed,,WELL,,WELL,94944H,1296033020,2002,5,24029,24029,1,2002,5,0.25,0.105,0.105,0.105,100.0,100.0,100.0,5/17/2002,8/1/2002,,,,,,
235,12364,79515,,,1993,486589,Kaye Group Inc,Hub International Ltd,Completed,HBG,KAYE,HBG~HBG,KAYE,44332P,1083886020,2001,1,24013,24013,1,2001,1,14.0,8.0,7.5,7.875,100.0,100.0,100.0,1/20/2001,6/28/2001,,-0.0007184138386015585,0.4971474690910372,0.001047320553446237,-0.635559257956546,0.06067857407485408
236,12373,79466,,,1993,002033,A+ Network Inc,Metrocall Inc,Completed,MTOH,ACOM,MTOH,ACOM,591647,554142020,1996,5,23957,23957,1,1996,5,21.1,12.875,15.0,15.5,100.0,100.0,100.0,5/16/1996,11/15/1996,,0.0008421767357310241,0.2626807254853062,0.015560364646714939,2.0184232699812825,1.1843858390723523
237,12375,79517,,,1993,713755,Performance Food Group Co,Panda Acquisition Inc,Completed,,PFGC,,PFGC,69773E,1944515020,2008,1,24097,24097,1,2008,1,34.5,26.29,25.19,24.35,100.0,100.0,100.0,1/17/2008,5/27/2008,,0.00034268747493317633,0.1968373635010353,0.26168952620922326,0.5527348379553063,9.293170585803304
238,12406,79619,,,1993,757642,Redman Industries Inc,Champion Enterprises Inc,Completed,CHB,RDMN,CHB,RDMN,158496,576434020,1996,8,23960,23960,1,1996,8,24.65,19.5,22.063000000000002,23.188000000000002,100.0,100.0,100.0,8/14/1996,10/24/1996,,0.000187745037268269,0.12672896181606258,0.06611105421360743,0.39220993030890644,3.9400148749471753
239,12451,79621,,,1993,784174,SFX Broadcasting Inc,Capstar Broadcasting Partners,Completed,,SFXBA,,SFXBA,14066P,690601020,1998,2,23978,23978,1,1998,2,,60.25,66.0,67.875,100.0,100.0,100.0,2/20/1998,5/29/1998,,0.001227756993320661,0.04129331774265581,0.03873444268812009,1.5808641238529124,1.1342464837724113
240,12460,79706,,,1993,68272W,OnHealth Network Co,Healtheon/WebMD Inc,Completed,HLTH,ONHN,HLTH,ONHN,422209,977941020,2000,2,24002,24002,1,2000,2,12.97,6.938,9.625,9.969,100.0,100.0,100.0,2/16/2000,9/12/2000,,0.00080844371239157,0.06855351149862868,0.039707728793628994,1.052250022471852,3.294460274933903
241,12478,79712,,,1993,540211,LodgeNet Interactive Corp,Investor Group,Completed,,LNET,,LNET,46145M,2483553020,2012,12,24156,24156,1,2012,12,,0.15,0.086,0.08,100.0,100.0,100.0,12/30/2012,4/8/2013,,0.0001597888123831189,-0.8424056464522055,0.0034123444201052218,0.2637564921133403,0.7009750761515747
242,12511,79725,,,1993,683755,Opinion Research Corp,infoUSA Inc,Completed,IUSA,ORCI,IUSA,ORCI,456818,1782654020,2006,8,24080,24080,1,2006,8,12.0,5.61,5.6,5.82,100.0,100.0,100.0,8/4/2006,12/4/2006,,0.00012683867525215708,0.6635093981778469,0.018329838947545696,0.24125947927359684,1.0337174675841354
243,12511,79725,,,1993,683755,Opinion Research Corp,Investor Group,Completed,,,,,46145M,238856020,1991,12,23904,23904,1,1991,12,,,,,100.0,100.0,100.0,12/2/1991,12/31/1991,,,,,,
244,12529,79876,,,1993,893779,Transnational Re Corp,PXRE Corp,Completed,PXRE,TREX,PXRE,TREX,693674,553330020,1996,5,23957,23957,1,1996,5,24.32,22.375,20.875,21.625,78.01,100.0,78.0,5/10/1996,12/11/1996,,0.0007890060894783731,0.06297706371024325,0.048967272182376474,1.893627269300252,2.1133607349948647
245,12540,79833,83510.0,,1994,396781,Greenwich Air Services Inc,GE,Completed,GE,GASIA,GE,GASIA,369604,648052020,1997,3,23967,23967,1,1997,3,31.0,23.0,23.25,25.5,100.0,100.0,100.0,3/10/1997,9/2/1997,,0.0008237140774166658,0.10511831676022908,0.0411006529477212,1.824575955413972,4.900176128707358
246,12597,79882,,,1993,87307Q,TV Guide(Tele-Communications),Gemstar International Group,Completed,GMST,TVGIA,GMST,TVGIA,G3788V,929745020,1999,10,23998,23998,1,1999,10,54.97,28.125,39.125,41.531000000000006,100.0,100.0,100.0,10/4/1999,7/12/2000,,0.0005461672674754597,0.1471230404177239,0.03625471387207348,0.7092506128676821,2.3280718158243086
247,12649,79942,,,1993,114822,Brothers Gourmet Coffees,Millstone Coffee(Procter),Completed,,BEAN,,BEAN,60114Q,859391020,1999,3,23991,23991,1,1999,3,,,,,100.0,100.0,100.0,3/9/1999,4/30/1999,,,,,,
248,12664,80009,,,1994,691808,Oxford Resources Corp,"Barnett Banks,Jacksonville,FL",Completed,BBI,OXFD,BBI,OXFD,068055,622572020,1997,1,23965,23965,1,1997,1,37.14,29.0,30.063000000000002,33.75,100.0,100.0,100.0,1/14/1997,4/1/1997,,0.0007242971743442257,0.10016809313104749,0.07037274294158495,1.6195697183449629,3.9654117126147344
249,12672,80030,,,1993,801003,SangStat Medical Corp,Genzyme Corp,Completed,GENZ,SANG,GENZ,SANG,372917,1420800020,2003,8,24044,24044,1,2003,8,22.5,14.65,14.33,15.47,100.0,100.0,100.0,8/4/2003,9/15/2003,,0.0011190872098270307,0.2921481291055648,0.09688561781233018,1.2545523870520452,4.769656314428003
250,12684,79945,,,1993,222361,Country Star Restaurants Inc,Go Call Inc,Completed,GOCA,KAFE,GOCA,KAFE,380163,864722020,1999,3,23991,23991,1,1999,3,,10.875,13.625,10.875,92.05,92.1,92.1,3/24/1999,3/24/1999,,,,,,
251,12707,79957,,,1994,141702,CareLine Inc(Care Group Inc),Laidlaw Inc,Completed,LDM,CRLN,LDM~LDM,CRLN,50730K,480864020,1995,7,23947,23947,1,1995,7,10.86,8.625,8.062999999999999,8.25,100.0,100.0,100.0,7/18/1995,10/26/1995,,0.0005780049249988875,0.20907905374259753,0.025698240405178964,1.6732791703855352,3.10231764805663
252,12707,79957,,,1994,141702,CareLine Inc,Care Group Inc,Completed,CARE,,CARE,,14769A,208285020,1991,5,23897,23897,1,1991,5,,,,,100.0,100.0,100.0,5/22/1991,6/26/1991,,,,,,
253,12723,80003,,,1993,649156,New West Eyeworks Inc,National Vision Associates Ltd,Completed,NVAL,NEWI,NVAL,NEWI,638459,773963020,1998,7,23983,23983,1,1998,7,11.5,10.0,9.75,10.5,100.0,100.0,100.0,7/14/1998,10/26/1998,,0.0009001081547002283,0.23459563115314117,0.009984388750075734,1.2543201911332582,0.34825610781142285
254,12733,79956,,,1993,200641,Commerce Group Inc,Mapfre SA,Completed,MAP,CGI,MAP~MPFRF~MAP,CGI,219872,1920047020,2007,10,24094,24094,1,2007,10,36.7,30.03,29.3,32.01,100.0,100.0,100.0,10/30/2007,6/4/2008,,0.0004978008253402349,0.1589688909543736,0.2822226396265377,0.941712746627973,9.283069876977526
